"A-204","A-673","A549/ATCC","ASPS-1","CHA-59","CHLA-10","CHLA-25","CHLA-258","CHLA-32","CHLA-9","CHP-100","COG-E-352","DDLS","ES-1","ES-2","ES-3","ES-4","ES-6","ES-7","ES-8","EW8","G-401","hMSC","HOS","Hs 132.T","Hs 706.T","Hs 729","Hs 913.T","HSSY-II","HT-1080","Hu09","JJ012","KHOS NP","KHOS-240S","KHOS-312H","LS141","MES-SA","MES-SA Dx5","MHM-25","MHM-8","MPNST","NHAC-kn","NHDF","NHOst","OHS","RD","RD-ES","Rh18","Rh28","Rh28 PX11/LPAM","Rh30","Rh36","Rh41","SAOS-2","SJCRH30(RMS 13)","SJSA-1","SK-ES-1","SK-LMS-1","SK-N-MC","SK-UT-1","SK-UT-1B","SkMC","ST8814","SW 1353","SW 684","SW 982","SYO-1","TC-32","TC-71","U-2 OS","VA-ES-BJ"
5.462180905,5.284832642,5.1044513968,5.175874166,5.224025669,5.2915791,5.233587153,5.058488567,5.040005162,5.322393047,5.26520017,5,5.250263684,5.368556231,5.151195299,5.216096421,5.449771647,5.21395879,5.292429824,5.958607315,5.373659633,6.196542884,NA,5.229884705,NA,5,5.304518324,5.935542011,5.59345982,5.312471039,6.185752404,NA,5.080398976,5.224025669,5.240332155,5.229147988,5.213248578,5.26760624,5.206209615,5.238824187,5.041436117,NA,NA,NA,5.332547047,5.263603498,5.125518182,5,5,6.039053804,5.361510743,5.152427341,5.460923901,5.271646218,5.469800302,5.244125144,5.665546249,5.173925197,5.696803943,5.252588192,5.913640169,NA,5.146301788,5.304518324,5.411168274,5.747146969,5.728158393,5.739928612,5.595166283,5.393618635,5.378823718
6.573488739,6.469800302,5.66934205133333,6.474955193,6.866461092,6.394694954,7.008330993,6.521433504,6.169411331,6.514278574,6.66756154,7.056011125,6.258848401,6.744727495,6.345823458,7.379863945,7.490797478,7.504455662,6.225483034,6.607303047,7.273272791,6.860120914,NA,6.393618635,NA,6.732828272,6.716698771,6.790484985,5.133712661,6.681936665,6.76700389,NA,5.847711656,5.896196279,6.378823718,6.540607512,6.578396073,5.59345982,7.137272472,6.694648631,6.459670525,NA,NA,NA,6.910094889,6.627087997,6.346787486,6.112945622,6.001740662,6.698970004,6.723538196,6.342944147,6.950781977,6.552841969,7.012333735,6.343901798,7.116338565,5.744727495,7.109578981,6.4867824,6.698970004,NA,6.435333936,6.869666232,6.42365865,7.673664139,6.950781977,6.490797478,7.060980224,6.605548319,6.815308569
7.171340103,6.63638802,5.7886373335,6.305394801,6.049635146,6.4710833,6.163043263,6.096910013,5.920818754,6.289036881,6.247183569,6.806875402,6.226945307,6.701146924,6.107348966,6.943095149,7.341988603,6.974694135,6.435333936,6.289882635,7.099632871,6.991399828,NA,5.93930216,NA,6.308034897,6.627087997,6.787812396,6.457174573,5.89279003,6.68613278,NA,5.812479279,5.571865206,5.974694135,6.075204004,6.005682847,5.812479279,6.033389013,6.071604148,5.560667306,NA,NA,NA,6.879426069,6.030118356,6.129596095,6.225483034,6.302770657,6.657577319,5.906578315,6.096910013,6.920818754,6.142667504,6.419075024,5.935542011,6.568636236,5.872895202,6.388276692,5.882728704,6.754487332,NA,5.801342913,6.058488567,5.790484985,6.185086819,6.415668776,6.515700161,7.166215625,6.07007044,6.417936637
7.603800653,8.42365865,7.712751093,7.226945307,7.603800653,8.162411562,8.377785977,7.578396073,8.105683937,7.823908741,8.46470588,8.031984286,7.555955204,8.13667714,8.180456064,8.818156412,7.779891912,8.818156412,8.123205024,8.151195299,8.4710833,8.307153081,NA,7.847711656,NA,7.869666232,7.966576245,8.259637311,8.63638802,7.793174124,8.179798541,NA,8.086716098,8.092051478,8.202732459,8.059483515,7.66756154,7.019542108,8.254144805,8.124360063,7.705533774,NA,NA,NA,8.338187314,8.025488307,8.225483034,6.966576245,5,8.26520017,8.115204636,7.515700161,8.777283529,8.110698297,8.288192771,7.798602876,8.179142011,7.798602876,8.202040356,7.725842151,8.099086932,NA,7.614393726,8.104025268,8.522878745,8.436518915,8.688246139,7.661543506,8.111820506,7.730487056,8.070581074
5.322393047,5.76700389,5,5,5.025949097,5.245651664,5.821023053,5.330683119,5.705533774,5.928117993,5.756961951,5.730487056,5,6.079876674,5.318758763,5.640164518,5.407823243,5.034328029,5.701146924,6.305394801,5.492144128,5.950781977,NA,5.197226275,NA,5,5,6.982966661,5.696803943,5.087777943,6.142667504,NA,5,5,5,5.039053804,5,5,5,5,5,NA,NA,NA,5.537602002,5.095284455,5.730487056,5,5,5,5.210419288,5,5,5,5.209714836,5,6.057000407,5,5.841637508,5,5.772113295,NA,5,5.399027104,5.219682688,5.655607726,6.436518915,6.124938737,6.259637311,5.091514981,5.500312917
6.26760624,6.204119983,5.43075510666667,5,5.463441557,5.70333481,5.614393726,5.417936637,5.416801226,5.698970004,5.653647026,5.675717545,5.419075024,5.924453039,5.576754126,8.818156412,5.671620397,5.759450752,5.653647026,5.777283529,6.068033885,5.779891912,NA,5.752026734,NA,5.341988603,5.202732459,5.431798276,5.732828272,5.728158393,5.411168274,NA,5.436518915,5.361510743,5.559090918,5.614393726,5.612610174,5,5.415668776,5.448550002,5.274088368,NA,NA,NA,6.109020403,5.4710833,5.655607726,5,5.164309429,5.714442691,5.480172006,5.438898616,5.673664139,5.537602002,6,5.455931956,5.91721463,5.103473783,5.804100348,5.552841969,5.638272164,NA,5.228412519,5.651695137,5.393618635,6.565431096,5.829738285,5.804100348,5.744727495,5.707743929,5.8569852
7.642065153,8.818156412,5.175722422,5,5.962573502,6.48945499,6.779891912,5.585026652,5.298432015,6.595166283,5.301029996,7.138465589,5.991399828,8.818156412,5.974694135,7.804100348,7.027797162,5.382999659,5.452225295,5.281498311,8.288192771,6.787812396,NA,5.978810701,NA,6.844663963,5.241845378,6.49757288,5,5,5.102922997,NA,5.261219442,5,5.307153081,5,5,5.217527376,5.995678626,5.380906669,5,NA,NA,NA,5.19859629,6.055517328,6.504455662,5,5.211831629,6.053547735,5.801342913,5.632644079,5.863279433,5,7.045275209,5.118615343,7.188424994,5,6.142064735,5,7.679853714,NA,5,6.642065153,5,7.548213564,6.209011525,5.863279433,6.187086643,5.504455662,6.640164518
5.744727495,5.263603498,5.29873050483333,5.27083521,5.187755303,5.168130226,5.218244625,5.539102157,5,5.634512015,5.308034897,5,5.694648631,5.425968732,5.129596095,5.40560745,5.534617149,5.255707017,5.286509457,5.679853714,5.373659633,6.334419009,NA,5.273272791,NA,5.35753548,5.659555885,6.563837353,5.850780887,6.116906641,6.53313238,NA,5.244887734,5.254144805,5.217527376,5.806875402,5.35261703,5.294992041,5.621602099,5.692503962,5.227678293,NA,NA,NA,5.385102784,5.230622674,5.327902142,5.832682665,5.338187314,5.698970004,5.277366077,5.476253533,5.289036881,5.314258261,5.2915791,5.663540266,5.293282218,5.276544328,5.457174573,5.262012674,5.585026652,NA,5.260427656,5.289036881,5.402304814,6.508638306,6.189767482,5.879426069,5.354577731,5.583359493,5.663540266
8.28567024,5.735182177,5.25762468583333,5,5.281498311,5.37161107,5.277366077,5.251811973,5,5.319664487,5.336299075,5,5.806875402,5.536107011,5.27572413,5.329754147,5.343901798,5.675717545,5.586700236,5.623423043,5.619788758,6.04769199,NA,5.681936665,NA,5.381951903,6.216096421,5.869666232,5.785156152,8.454692884,5.899629455,NA,6.100179498,5.322393047,5.242603971,5.428291168,5.284832642,5,5.360513511,5.70333481,5.314258261,NA,NA,NA,5.59345982,5.322393047,5.366531544,5.735182177,5.576754126,5.782516056,5.774690718,5.292429824,5.735182177,5.449771647,5.809668302,5.437707136,5.73754891,5.26760624,5.798602876,5.273272791,5.2644011,NA,5.363512104,5.809668302,8.818156412,5.844663963,5.812479279,5.42365865,5.259637311,5.326979093,5.688246139
5.638272164,5,5,5,5,5,5,5.436518915,5,5.536107011,5,5,5.701146924,5,5,5,5.539102157,5,5,8.818156412,5,5.866461092,NA,5,NA,5.505845406,5,8.818156412,5.714442691,5.978810701,5,NA,5,5,5,5.709965389,5.332547047,5,5.70333481,5.752026734,5,NA,NA,NA,5,5,5,5.675717545,5,5.677780705,5,5.627087997,5,5,5,5.690369833,5,5,5,5,5,NA,5,5,5,5.752026734,5.785156152,5.749579998,5,5.367542708,5.605548319
6.718966633,5.966576245,5.601368258,5.850780887,6.044793462,5.632644079,5.59345982,5.657577319,5.617982957,5.692503962,5.920818754,6.003926346,5.632644079,6.596879479,5.782516056,6.772113295,6.747146969,6.598599459,6.076238039,5.950781977,6.638272164,6.355561411,NA,5.829738285,NA,5.565431096,6.251037139,6.714442691,6.614393726,6.17327748,5.928117993,NA,5.744727495,5.605548319,5.88941029,5.782516056,5.821023053,5.412289035,5.647817482,5.651695137,5.505845406,NA,NA,NA,5.795880017,5.591760035,5.735182177,5.787812396,5.605548319,6.046723663,5.769551079,5.790484985,6.402304814,5.742321425,6.278189385,5.30980392,6.159893906,5.455931956,6.131355562,5.679853714,6.211124884,NA,5.63638802,5.59345982,5.879426069,5.913640169,6.238072162,5.777283529,5.872895202,5.903089987,5.787812396
5.396855627,6.978810701,5,5,5.219682688,5.189095719,5.101274818,5,5,5,5.217527376,5.212539525,5,5.866461092,5,5.321481621,5.793174124,5.290730039,5.279840697,5.434152181,5.401209493,5.283162277,NA,5.225483034,NA,5,5.349692477,5.427128398,6.638272164,5,5.416801226,NA,5,5.203425667,5.32330639,5,5,5,5,5.172630727,5,NA,NA,NA,5.140261434,5.37161107,5.211831629,5.247183569,5.256490235,5.237321436,5.248720896,5.266000713,5.447331784,5.207608311,5.514278574,5.273272791,5.303643611,5,5.28567024,5,5,NA,5,5.324221658,5.465973894,5.640164518,5.747146969,5,5.301029996,5.219682688,5.321481621
6.247951552,6.528708289,5.4841251135,5.623423043,6.001740662,5.782516056,5.66756154,5.638272164,5.747146969,5.812479279,6.052566278,5.866461092,5.8569852,6.277366077,6.1123827,6.008330993,6.721246399,6.193820026,6.217527376,6.158015195,6.252588192,6.11577123,NA,6.022276395,NA,5.785156152,6.148130399,6.199282922,5,5.694648631,5.642065153,NA,5.607303047,5.605548319,5.863279433,5.995678626,6.050122296,5.732828272,5.896196279,6.130181792,5.567030709,NA,NA,NA,6.210419288,5.795880017,5.853871964,5.413412695,5,6.108462542,5.920818754,5.821023053,6.179798541,5.903089987,6.142667504,5.764471553,6.213248578,5.612610174,6.194499142,5.643974143,6.181774106,NA,5.329754147,5.793174124,6.090443971,6.166215625,6.189767482,6.106793247,6.13076828,5.962573502,6.127843727
7.212539525,7.010995384,6.65350125866667,6.186419011,6.709965389,6.627087997,7.097453221,6.742321425,6.707743929,7.193820026,7.013676223,6.179798541,6.910094889,6.995678626,6.709965389,6.869666232,7.034328029,6.555955204,7.061480275,7.173925197,7.11463878,8.01278077,NA,6.669586227,NA,6.607303047,7.075720714,6.863279433,7.573488739,7.232102384,7.168770306,NA,6.628932138,7.053547735,7.064492734,6.863279433,7.205511953,7.227678293,6.872895202,6.91721463,6.473660723,NA,NA,NA,7.735182177,7.36552273,6.76700389,6.756961951,6.286509457,7.075720714,7.141462802,7.002176919,6.777283529,6.882728704,7.144480844,6.774690718,7.226945307,6.490797478,7.32330639,7.007888512,7.798602876,NA,6.530177984,7.077793723,7.041436117,7.329754147,7.71219827,7.42365865,7.359518563,7.585026652,7.444905551
8.504455662,8.26760624,7.529525148,5,6.896196279,7.779891912,7.705533774,7.679853714,6.106793247,8.326058001,8.54515514,7.087246696,8.818156412,8.518557371,7.93930216,8.35261703,8.559090918,7.539102157,8.435333936,8.254925208,8.638272164,8.818156412,NA,8.152427341,NA,8.007446482,8.818156412,8.818156412,8.818156412,8.437707136,8.19859629,NA,8.069560405,8.431798276,8.596879479,7.850780887,8.818156412,6.906578315,8.818156412,8.818156412,7.304518324,NA,NA,NA,8.818156412,8.818156412,7.698970004,8.818156412,6.057000407,8.301029996,8.818156412,7.714442691,7.543633967,7.809668302,8.818156412,8.047207557,8.493494968,7.714442691,8.43062609,7.950781977,8.614393726,NA,7.07109231,8.818156412,8.496209317,8.818156412,8.818156412,8.647817482,8.68613278,8.271646218,8.818156412
6.328827157,6.03574037,5.54728022833333,5.134896025,5.609064893,6.003926346,6.016373713,5.995678626,5.705533774,6.504455662,6.169411331,5.634512015,5.591760035,6.17327748,6.170696227,6.195860568,6.016824928,5.603800653,6.212539525,6.282329497,6.318758763,6.68613278,NA,6.023650021,NA,5.93930216,5.392544977,5.93930216,6.28567024,6.044793462,5.774690718,NA,5.661543506,5.718966633,5.920818754,5.764471553,5.698970004,5.728158393,5.354577731,5.468521083,5.363512104,NA,NA,NA,6.133712661,6.049148541,5.653647026,5.339134522,5.296708622,6.411168274,5.603800653,5.76700389,5.823908741,5.772113295,6.059981845,5.647817482,6.278189385,5.603800653,6.215382707,6.173925197,6.235077015,NA,5.449771647,6.583359493,6.051587034,6.568636236,6.681936665,6.63638802,6.097997109,6.065501549,6.318758763
5.400116928,5.19859629,5.514278574,5,5,5.366531544,5.024108864,5.510041521,5.229147988,5.441291429,5.327902142,5.097997109,5.485452247,5.684029655,5,5.55129368,5.578396073,5,5.060980224,5.653647026,5.218244625,5.195179321,NA,5.598599459,NA,5.315154638,5,6.782516056,5.588380294,5.505845406,6.298432015,NA,5,5,5,5.440093375,5,5,5.20481541,5.320572103,5,NA,NA,NA,5.199970641,5,5,5,5,5.271646218,5,5.268411235,5.093126465,5,5,5,5.643974143,5,5.795880017,5,5.313363731,NA,5,5.68613278,5.598599459,5.735182177,5.643974143,5.764471553,5.630784143,5,5
7.850780887,8.818156412,5.35676081483333,5,6.42945706,6.669586227,6.349692477,6.326058001,5.57024772,6.756961951,5.562249437,6.879426069,6.284832642,6.612610174,5.876148359,6.436518915,6.782516056,6.53313238,6.095825632,5.543633967,7.136082623,6.627087997,NA,5.920818754,NA,5.785156152,5.395773947,5.653647026,6.119758224,5.115204636,6.289036881,NA,5,5.11407366,5.294992041,6.057000407,6.109578981,5.663540266,5.517126416,5.476253533,5.404503778,NA,NA,NA,6.351639989,5.614393726,6.607303047,5.913640169,6.133712661,7.088309841,6.005243055,6.066006836,6.681936665,6.311580178,6.709965389,5.528708289,6.759450752,5.54515514,6.289882635,5.463441557,6.207608311,NA,5.087777943,6.102372909,5.879426069,6.617982957,6.245651664,6.387216143,6.268411235,5.671620397,6.327902142
8.818156412,8.818156412,5.3860486512,7.224025669,7.835647144,8.590066877,8.081969663,8.536107011,8.459670525,8.596879479,8.4867824,8.22184875,8.540607512,8.818156412,8.440093375,8.818156412,8.496209317,8.448550002,8.818156412,8.818156412,8.576754126,8.818156412,NA,8.54668166,NA,8.818156412,8.42136079,8.347753659,8.818156412,8.596879479,8.818156412,NA,6.207608311,8.36552273,8.425968732,8.681936665,8.472370099,7.35753548,8.818156412,8.818156412,7.71219827,NA,NA,NA,8.818156412,8.299296283,8.437707136,5.250263684,5.184422252,8.818156412,8.425968732,6.575118363,8.328827157,8.818156412,8.441291429,8.818156412,8.634512015,8.104025268,8.818156412,8.818156412,8.818156412,NA,7.632644079,8.818156412,8.818156412,8.818156412,8.818156412,8.696803943,8.818156412,8.507239611,8.818156412
8.552841969,8.818156412,7.957656262,5,6.966576245,8.632644079,8.039053804,8.701146924,8.063989204,8.76700389,8.709965389,8.554395797,8.66756154,8.818156412,8.779891912,8.581698709,8.818156412,8.510041521,8.701146924,8.818156412,8.657577319,8.818156412,NA,8.818156412,NA,7.913640169,8.603800653,8.818156412,8.818156412,8.818156412,8.818156412,NA,8.554395797,8.669586227,8.653647026,8.254144805,8.728158393,6.896196279,8.463441557,8.413412695,7.869666232,NA,NA,NA,8.723538196,8.818156412,8.068542129,8.818156412,8.18243463,8.54515514,8.818156412,8.153044675,8.818156412,8.062983893,8.818156412,7.369572125,8.818156412,8.730487056,8.818156412,8.563837353,8.088842391,NA,7.795880017,8.818156412,7.76700389,7.978810701,8.104025268,7.742321425,8.818156412,7.962573502,8.818156412
6.108462542,5.709965389,5.24169296266667,5.126679398,5.57024772,6.127261173,6.408935393,5.170053304,6.413412695,5.596879479,5.173925197,6.255707017,5.436518915,6.27572413,5.289882635,5.785156152,5.754487332,5.459670525,5.151810883,5.250263684,6.319664487,5.562249437,NA,5.844663963,NA,5.164309429,5.238072162,5.651695137,5.93930216,5.443697499,5.184422252,NA,5.294136288,5.256490235,5.440093375,5.630784143,5.436518915,5.2644011,5.600326279,5.568636236,5.40560745,NA,NA,NA,5.643974143,5.294992041,5.530177984,5.197910742,5.11407366,5.368556231,5.367542708,5.303643611,5.40560745,5.411168274,5.364516253,5.444905551,6.761953897,5.363512104,5.66756154,5.298432015,6.4225082,NA,5.490797478,5.507239611,5.358525889,5.943095149,5.754487332,5.259637311,5.777283529,5.769551079,5.749579998
7.165579296,5.076755981,5,5,5,5,5,5,5,5,5,5,5,5,5,8.818156412,5,5,5,5,5.293282218,5.155522824,NA,5,NA,5,5,5,5.415668776,5,5,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5.197226275,5,5.11463878,5,5.271646218,NA,5,5.317854924,5.35753548,5.235077015,5.721246399,5.077793723,5.11407366,5,5
7.835647144,6.42945706,5.22198755566667,5.408935393,5.305394801,5.519993057,5,5,5,5.514278574,5.435333936,5.677780705,5.339134522,6.302770657,5.148130399,6.095284455,6.826813732,5.847711656,5.931814138,5.563837353,6.312471039,6.761953897,NA,6.096367484,NA,6.401209493,6.04769199,6.021363052,5.301029996,5,6.375717904,NA,5,5.080398976,5.400116928,5.591760035,5.578396073,5.286509457,5.454692884,5.609064893,5.298432015,NA,NA,NA,5.882728704,5.222573178,5,5.657577319,5.709965389,5.3400838,5.249491605,5.160521953,6.402304814,5.055517328,5.643974143,5.181114585,5.804100348,5,5.387216143,5.149966742,6.853871964,NA,5.600326279,6.022276395,5.366531544,5.752026734,6.974694135,5.696803943,6.425968732,5.632644079,5.716698771
8.55129368,8.583359493,7.99264862333333,8.092051478,8.129011186,8.190440285,8.15739076,8.517126416,7.559090918,8.576754126,8.434152181,7.66756154,8.453457337,8.524328812,8.099086932,8.432973634,8.580044252,8.512861625,8.394694954,8.478861916,8.580044252,8.71219827,NA,8.436518915,NA,8.077793723,8.714442691,8.655607726,8.401209493,8.761953897,8.818156412,NA,8.129596095,8.537602002,8.227678293,8.366531544,8.183096161,7.598599459,8.090443971,8.560667306,8.100179498,NA,NA,NA,8.185086819,8.603800653,8.236572006,8.632644079,8.04383157,8.017276612,8.55129368,7.896196279,8.55129368,8.673664139,8.282329497,8.500312917,8.53313238,8.127261173,8.638272164,8.15739076,8.679853714,NA,8.100726813,8.619788758,8.392544977,8.640164518,8.630784143,8.575118363,8.623423043,8.534617149,8.245651664
6.096910013,7.935542011,6.19623216333333,5,5,5.588380294,5,5,5,5,5,5,5.838631998,5,5,5,7.43062609,5,5,5,5,6.083546051,NA,5.28567024,NA,5.361510743,5,5,6.387216143,6.832682665,5,NA,6.505845406,5,5,6.058488567,5,5,5,5,5,NA,NA,NA,5,6.935542011,5,5,5.555955204,5.853871964,5,6.039053804,5.404503778,5,5,5,5,5.627087997,5,5,6.282329497,NA,5,5.821023053,5.192464972,5.361510743,5.092051478,5,5,5.718966633,6.649751982
5.397940009,5,5,5,5,5,5,5,5,5,5,5,5,5.007446482,5,6.381951903,5.511449283,5.27572413,5,5,5.289036881,5.449771647,NA,5,NA,5,5,6.187755303,5,5,5,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5.060980224,5,5,5,5,5,5.140261434,NA,5,5,5,5.14327111,5.018181393,5,5,5,5
6.08249449,8.818156412,6.27984003933333,5,5,5.759450752,5,5,5,5,5,5,7.050609993,5,5,8.818156412,8.818156412,5,5,5,8.818156412,6.28567024,NA,5.899629455,NA,5,5,5,5,8.35753548,5,NA,6.89279003,5,5,6.364516253,5,5,5,5,5,NA,NA,NA,5,7.168770306,5,5,5,5.995678626,5,6.560667306,5.341035157,5,5.928117993,5,5,5.928117993,5,5,5.71219827,NA,5,6.818156412,5.787812396,5.872895202,5.395773947,5,5,5.860120914,6.910094889
8.818156412,8.818156412,7.5518308528,6.590066877,8.818156412,8.040481623,7.903089987,7.88941029,7.155522824,7.692503962,7.882728704,8.818156412,8.649751982,8.324221658,7.627087997,8.818156412,8.818156412,8.818156412,7.879426069,8.252588192,8.818156412,8.818156412,NA,8.818156412,NA,8.818156412,8.818156412,8.818156412,8.403402904,8.818156412,8.221125528,NA,8.019542108,8.337242168,8.818156412,8.692503962,7.718966633,7.482804102,7.844663963,8.818156412,8.576754126,NA,NA,NA,8.590066877,7.732828272,7.982966661,8.818156412,7,7.958607315,8.284832642,8.448550002,8.818156412,8.48945499,8.804100348,8.392544977,8.583359493,7.046723663,8.54668166,7.152427341,7.73754891,NA,8.366531544,8.818156412,8.818156412,8.818156412,8.818156412,8.312471039,8.141462802,8.616184634,8.818156412
8.236572006,6.759450752,5.8067860695,5.537602002,6.403402904,6.232102384,5.966576245,6.061480275,5,6.239577517,6.268411235,6.393618635,6.721246399,6.274088368,6.22184875,6.515700161,6.716698771,6.165579296,6.361510743,6.688246139,6.735182177,6.578396073,NA,6.341035157,NA,5.826813732,5.962573502,6.248720896,6.876148359,5.732828272,6.215382707,NA,5.226945307,5.66756154,6.192464972,6.288192771,6.349692477,6.196542884,5.946921557,5.987162775,6.058985756,NA,NA,NA,6.54668166,5.718966633,6.224025669,5.876148359,5.815308569,6.231361899,5.752026734,5.634512015,6.283996656,6.126679398,6.106793247,5.790484985,6.627087997,5.815308569,6.373659633,5.614393726,6.694648631,NA,6.057000407,6.226945307,5.701146924,6.627087997,6.725842151,6.350665141,6.195179321,6.217527376,6.278189385
5.869666232,8.818156412,5.119758224,5.111259039,5.289882635,5.258848401,5.232844134,5,5,5.248720896,5.147520006,5,5.369572125,5.318758763,5.138465589,5.341035157,5.449771647,5.236572006,5.211124884,5.124360063,5.649751982,5.576754126,NA,5.344861565,NA,5.375717904,5.096910013,5.269217724,5.428291168,5,5.169411331,NA,5,5,5.174573882,5.19314197,5.3400838,5.229884705,5.364516253,5.543633967,5.005243055,NA,NA,NA,5.2915791,5.149966742,5.334419009,5.145086978,5.263603498,5.351639989,5.462180905,5.166852888,5.425968732,5.262807357,5.363512104,5,5.673664139,5,5.279014256,5,5.292429824,NA,5,5.537602002,5.322393047,5.723538196,5.596879479,5.164309429,5.315154638,5.328827157,5.363512104
7.882728704,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8.514278574,5,5,5,5,5,5.540607512,NA,5.679853714,NA,5.191789027,5,5,8.818156412,5,5,NA,5,5,5,5,5.228412519,5,5,5,5,NA,NA,NA,5,5,5,5,5.899629455,5.653647026,5,5,6.07109231,5,5.632644079,5,5.229147988,5,5,5,6.853871964,NA,5,5,5,5.111259039,6.68613278,5.205511953,5.769551079,5,5
8.204119983,8.705533774,7.96014260766667,6.747146969,7.48945499,8.377785977,8.595166283,7.801342913,8.540607512,8.13430394,8.716698771,8.416801226,7.860120914,8.216811309,8.168770306,8.40560745,8.111259039,8.818156412,8.306273051,8.468521083,8.698970004,8.217527376,NA,8.134896025,NA,8.396855627,8.259637311,8.472370099,8.818156412,8.163043263,8.522878745,NA,7.995678626,8.111259039,8.222573178,8.062482108,7.832682665,6.26520017,8.397940009,8.488116639,7.899629455,NA,NA,NA,8.659555885,8.211831629,8.404503778,7.419075024,6.184422252,8.591760035,8.478861916,7.716698771,8.818156412,8.504455662,8.818156412,7.995678626,8.528708289,7.991399828,8.43062609,8.095284455,8.179142011,NA,7.714442691,8.567030709,8.818156412,8.818156412,8.818156412,8.051587034,8.205511953,7.782516056,8.677780705
5.339134522,5.325138859,5.0426433565,5,5.253365801,5.351639989,5.162411562,5.072629637,5.079354999,5.721246399,5.244125144,5.681936665,5.787812396,6.097453221,5.26520017,5.774690718,5.406713933,5.500312917,5.785156152,8.818156412,5.673664139,5.787812396,NA,5.166215625,NA,5.299296283,5.769551079,5.866461092,5.557520231,5.772113295,5.752026734,NA,5,5,5,5.283996656,5.226945307,5,5.623423043,5.728158393,5,NA,NA,NA,NA,5.402304814,5.124360063,5,5,5.679853714,5.694648631,5.511449283,5.698970004,5.322393047,5.677780705,5.15864053,6.151810883,5.484126156,5.93930216,5,5.557520231,NA,5.012333735,NA,NA,NA,5.764471553,5.93930216,5.571865206,5,5
6.236572006,6.04383157,5.37039745116667,5.32330639,5.974694135,6.194499142,5.665546249,5.665546249,5.694648631,6.025949097,6.197910742,5.657577319,6.289882635,6.212539525,5.913640169,5.978810701,6.236572006,6.231361899,6.140261434,8.818156412,6.364516253,7.356547324,NA,5.863279433,NA,6.01278077,6.063989204,7.119186408,6.078833949,6.452225295,6.866461092,NA,5.232844134,5.290730039,5.387216143,5.632644079,5.540607512,5.707743929,5.946921557,5.896196279,5.43062609,NA,NA,NA,6.872895202,6.369572125,5.962573502,5.920818754,6.225483034,6.785156152,5.793174124,6.234331445,6.575118363,5.882728704,6.220403509,5.341988603,6.417936637,5.732828272,6.76700389,5.454692884,6.844663963,NA,5.338187314,7.061980903,5.913640169,5.795880017,6.640164518,6.413412695,6.367542708,6.68613278,5.698970004
7.76700389,7.910094889,7.21272081083333,7.347753659,7.35261703,7.643974143,7.42365865,7.460923901,7.560667306,7.627087997,7.590066877,7.614393726,7.576754126,7.853871964,7.679853714,7.8569852,7.749579998,8.208309351,7.66756154,7.764471553,7.838631998,7.730487056,NA,7.596879479,NA,7.598599459,7.665546249,7.950781977,5,7.705533774,7.621602099,NA,7.669586227,7.078313525,7.698970004,7.580044252,7.508638306,7.518557371,7.567030709,7.723538196,7.211831629,NA,NA,NA,7.982966661,7.632644079,7.590066877,7.448550002,5,7.651695137,7.53313238,7.4225082,7.793174124,7.560667306,7.761953897,7.542118103,7.744727495,7.251037139,7.735182177,7.552841969,7.790484985,NA,7.20481541,7.575118363,7.392544977,7.679853714,7.643974143,7.698970004,7.795880017,7.562249437,7.812479279
5,5.010550182,5,5,5,5,5.739928612,5,5.20481541,5.463441557,5,5.539102157,5,5.331614083,5,5.339134522,5,5,5,5.879426069,5,5.194499142,NA,5,NA,5,5,8.818156412,5.121478204,5,5,NA,5,5,5,5,5,5,5,5,5,NA,NA,NA,5,5,5.219682688,5,5,5,5,5,5,5,5,5,5.241088108,5,5.26520017,5,5.659555885,NA,5,5.062983893,5,5.216811309,6.476253533,5.339134522,5.806875402,5,5
5.317854924,5.844663963,5.35301147533333,5.251037139,NA,5.974694135,6.229884705,5.903089987,5.625251654,NA,5.863279433,5.943095149,6.326058001,6.276544328,5.91721463,6.086716098,5.829738285,6.306273051,5.970616222,6.2915791,5.91721463,6.278189385,NA,5.93930216,5.129596095,5.339134522,5.343901798,5.360513511,6.630784143,5.194499142,5.869666232,NA,5.194499142,5,5.105130343,5.838631998,6.236572006,5.227678293,5.809668302,5.769551079,5,NA,NA,NA,6.216096421,5.47782364,6.197910742,5.801342913,5.782516056,NA,6.097997109,5.809668302,5.910094889,5.966576245,6.124360063,5.552841969,6.263603498,5.424812155,6.175874166,5.63638802,6.203425667,NA,5.303643611,6.187755303,5.707743929,6.149353765,6.478861916,6.443697499,6.4225082,5.774690718,6.432973634
8.168130226,8.818156412,5,5,5.060480747,5.987162775,5,5,5.991399828,5.659555885,5,5.494850022,5.301899454,5.8569852,5.928117993,6.785156152,5.779891912,5.474955193,5,5,6.250263684,5,NA,5,NA,5,5,5.279840697,5,5,5,NA,5,5,5,5.228412519,5,5.542118103,5.521433504,5.317854924,6.07109231,NA,NA,NA,5,5,5,5,5,5.031050319,5,5,5,5,5.172630727,5.159893906,6.139063379,5,6.151810883,5,6.100726813,NA,5.804100348,5,6.328827157,5,6.189767482,6.003488328,5.835647144,5,5
