"A-204","A-673","A549/ATCC","ASPS-1","CHA-59","CHLA-10","CHLA-25","CHLA-258","CHLA-32","CHLA-9","CHP-100","COG-E-352","DDLS","ES-1","ES-2","ES-3","ES-4","ES-6","ES-7","ES-8","EW8","G-401","hMSC","HOS","Hs 132.T","Hs 706.T","Hs 729","Hs 913.T","HSSY-II","HT-1080","Hu09","JJ012","KHOS NP","KHOS-240S","KHOS-312H","LS141","MES-SA","MES-SA Dx5","MHM-25","MHM-8","MPNST","NHAC-kn","NHDF","NHOst","OHS","RD","RD-ES","Rh18","Rh28","Rh28 PX11/LPAM","Rh30","Rh36","Rh41","SAOS-2","SJCRH30(RMS 13)","SJSA-1","SK-ES-1","SK-LMS-1","SK-N-MC","SK-UT-1","SK-UT-1B","SkMC","ST8814","SW 1353","SW 684","SW 982","SYO-1","TC-32","TC-71","U-2 OS","VA-ES-BJ"
12.387840946374,12.6630745893291,NA,11.6177280913501,NA,13.2167681733588,NA,NA,NA,11.8946034772234,13.4755671301594,12.6749367619396,13.3269439511991,13.0313567423532,NA,14.1637168132779,12.4605235799623,NA,12.0468233781712,13.1558881642221,12.9348715161475,10.5950878416734,13.6621589856701,13.0787134398907,NA,NA,NA,12.7881516150358,13.1233545340238,12.8134688900896,13.3316648666583,14.0597679760035,13.6745123184303,NA,NA,14.0794893049344,11.4533561809937,11.830433207274,12.8239677348217,12.5801585064409,14.6583175549548,13.9176950427269,12.2490720880857,12.8855050195237,12.3914747575888,12.7448142386612,13.1200407812457,13.4677020388419,14.6148218368579,NA,11.9204607613251,12.1739871275666,13.5495422134278,13.0128414716864,12.5495492723581,13.2900769087601,12.6436453530218,13.6681491448054,12.2353472701701,13.2965422214029,13.0352990526646,13.2068957715363,14.8875265983259,12.9856938167415,13.1933893238914,14.0379533273548,13.0480035104066,13.298661176875,12.6199270778323,12.0703443593151,11.395292423216
10.0035684172012,9.76480688570356,NA,6.87945962831425,NA,9.3348762221164,NA,NA,NA,8.30045395425504,9.6792145115872,10.4295671348701,12.0463460755511,11.0073192805838,NA,12.8092327593499,8.41454373224082,NA,8.51417653542642,9.70775930750619,11.7253887468749,7.80471333771513,12.2073583941954,11.1649159022129,NA,NA,NA,9.5392041478104,11.2333835464051,9.59307660847172,10.6004707213306,12.1833622623834,10.9761109002801,NA,NA,11.2906741377643,5.81022203608712,9.30188248050184,10.6928485041451,9.72079636504853,13.4347977294866,13.0493324769429,11.7114951671747,12.2765036282856,9.50585878788876,9.10879208461243,8.10226107262634,11.223953598467,12.2989626120835,NA,9.75230379106829,8.54748555422209,11.9533084809557,10.3766988043155,9.1934590876856,11.7154290558782,7.37014853377965,11.0314441942816,7.3901550748376,11.6338878518697,11.6049173251372,10.8625042964642,13.5455373939837,10.4234582858589,10.6028772185062,12.0038625376605,10.9937008698762,12.0153151111304,8.98359766052543,8.20926236493425,9.92896542620993
9.66809141751587,7.77798303837581,NA,6.0699040887054,NA,7.85032762977024,NA,NA,NA,5.61144066348415,7.06069428593781,8.1180038434097,8.93717788132593,8.98390301421534,NA,9.8921210496558,6.78920700477511,NA,6.45694493856127,7.74020250463684,8.80706995535556,5.17177212241845,9.21180718665146,7.87595448209894,NA,NA,NA,6.37793724916192,9.92786983162069,6.75016612287202,7.46053672555687,9.28531563844315,8.10536418867255,NA,NA,8.24050889522218,8.08505747095394,9.47573782319878,8.21398964943051,7.38354193500046,10.0700167314358,10.1650033763873,8.71013390360928,9.42742270296203,7.81076117008226,8.907803578611,7.50336114281393,10.4150991459804,9.83609612919554,NA,7.51688444090144,9.83433752374035,9.08498300710054,7.54574450537842,8.56493248790379,9.22064318079592,7.59233502779615,8.33069873030268,7.29046926147982,10.290453406659,8.31796149738392,8.48482114134189,10.4570125300483,7.35876461360601,7.70755815050099,8.98116249377349,10.6868666216201,9.29821627041477,7.90053954595847,6.50415450352118,7.6978031342438
8.06518579175238,6.78919038713043,NA,4.23615516771397,NA,6.50584340142813,NA,NA,NA,6.56275193398915,6.81121247410828,8.26063825940543,7.92943548844082,8.33266619695273,NA,9.00326630957018,6.10305405933178,NA,5.87404450914069,6.40777041722713,7.81416389390614,5.28124195553429,7.00442559205287,8.50334882237214,NA,NA,NA,7.95811453469224,9.61190026528958,7.19071073320062,7.70921129925604,8.05182318651956,7.70579243846348,NA,NA,10.2670041673204,3.75759065893616,8.25826707784188,8.35360180324549,8.06812414667048,8.94114212344505,7.63961764920306,7.35407374889876,7.44884168026943,8.08227483757581,8.4417113878402,5.82422281428636,7.02673769610622,11.468973500932,NA,8.94829610788529,6.93712483004476,10.3829650844203,9.68838251616074,8.17185033738984,8.80641150851348,4.60714836514098,8.89628223096193,5.66606454562056,9.19223366453578,8.89619058828753,8.43195349699512,9.29745760559519,7.46299075931827,8.43953693679329,7.6661712084508,9.43923315640921,8.18343651695544,6.89976828789171,7.20845366868201,6.33419521288154
8.34025978792196,7.96629152998963,NA,7.475480384577,NA,7.94487778845613,NA,NA,NA,7.69711841426231,8.41023767747962,8.31165302486816,9.53883704737772,9.35906560550888,NA,9.0792173036508,7.76763215727716,NA,7.38551702747061,7.82028632577834,8.51719836964304,5.9890186904807,9.73824622343961,7.97646836357204,NA,NA,NA,9.28743858985565,9.3286427391254,8.09707481760928,7.63557351380936,8.6957171016217,8.33963518227293,NA,NA,9.8452542177388,6.36482750817364,7.8107549238189,10.1513026531446,8.3104411202074,9.35988478989412,9.3913092867677,8.50570767488766,9.04033844298159,7.98379892847945,9.12893367313265,7.63949225747271,10.1742831457334,8.94015991732936,NA,8.13396366538433,10.1068123209384,9.29260305086843,9.64671879315691,8.82685760223928,9.38783489887944,8.53765316611563,8.86597300169041,8.30868168064387,8.78777682812384,8.5012178023352,9.71863924448039,9.80964238325495,8.76104688091402,9.36900947456328,9.06420796888842,9.96111020523966,8.57457186945909,8.45826842112783,9.12784887801674,8.0850848657156
8.24792397198324,7.29984491856713,NA,5.66729445732347,NA,7.86491125698486,NA,NA,NA,6.31411714206638,7.34562536417798,8.81983754497863,8.27991773647431,8.7092552367798,NA,9.15650940442978,7.1321992347163,NA,5.69797284289761,6.88833421217318,8.29941836905896,4.38481253430444,8.44951394087274,7.85498318024076,NA,NA,NA,8.36229727318067,8.7966105674958,7.03571970777672,7.17885996100292,9.53439989335112,8.54984567461939,NA,NA,9.97586691216817,3.4620856722849,7.6303327442834,10.3559545310687,8.0471415819575,8.45214497072131,9.72908586158935,8.0263378014722,7.90052132299824,7.94768044697139,7.12999666279427,6.96445928763634,6.44729666131382,10.0126176984004,NA,8.18041132178689,6.37048400691716,9.60490329648599,9.23717176864819,7.34855478507423,9.24263284792939,7.49555929516571,7.24383806546008,6.89744785000029,8.22374566621794,8.15250276193094,10.6499580841477,9.02943766960244,7.85910203387147,9.01976885276137,9.21720215675282,8.84491532591102,8.4269704295475,7.59870452054632,7.89280485220078,7.89600722253071
10.8919130759749,9.34441117880905,NA,6.50734310956353,NA,9.35050537755663,NA,NA,NA,8.74988712505261,9.69774784215757,10.4071879085045,10.6380410696989,12.0754442732926,NA,12.2511811200846,9.67268994382094,NA,9.10666697440198,10.090422048167,11.0388503312525,8.03054536230565,11.1464574865581,10.5768027514128,NA,NA,NA,10.0090359064063,11.4943024309751,10.1758705274816,10.7898070821686,11.2274833523785,11.542655802332,NA,NA,12.2522307298105,5.903737190474,10.8386480570077,12.0887515388439,10.9062506951974,11.0679895835125,11.2044580294119,9.90472983216064,9.78339490886472,10.6092988027208,10.7193906028286,9.09490446376845,10.190349046593,12.2824541961313,NA,10.7002215356515,10.1170054231556,11.854400631577,11.7581196728265,10.9892855492346,11.508098909221,9.36542022321857,11.1481283817546,9.27487266681308,12.1473969557423,12.0558255463619,11.4672866795975,11.6905071128059,10.256567945887,11.4570716055941,11.461181250936,11.0490805111125,11.2745703875523,9.82782325228307,10.5227194793788,10.8420086217558
11.4233673613356,7.4065715502525,NA,4.79537148039161,NA,6.51819748353057,NA,NA,NA,6.6620314679393,7.17092487862397,9.76150365288149,10.897091816479,8.99671811210382,NA,9.29813099608087,6.10305405933178,NA,6.0636114767824,7.0381889903797,8.21396883411198,6.47717377657691,10.7070913103333,9.52975740801767,NA,NA,NA,8.38780059283661,9.78127601060219,9.53155584528225,9.27421214962445,9.58227079015129,9.11748248738865,NA,NA,10.7502724468589,4.55738394172268,8.76166745081959,10.2450960746542,9.96128652264849,11.1290794775739,10.2608144105961,10.2862899438169,9.79292263494215,9.19414902453354,9.76544299114033,5.82422281428636,8.26319090795017,10.4242994394343,NA,9.66887087848132,8.72275800868062,11.4859249548751,9.91891974620099,8.6823028418009,10.7891277616755,4.83519063496263,10.2912931595448,5.86398757739818,10.9619493508841,9.02626087903695,10.5382709406874,11.8102230385967,9.14423568508276,11.6676248768163,10.2148542100488,9.90967628034388,8.92354837168548,7.70388801561662,8.29744118372939,7.85039889866328
3.79279131180959,3.25401301820387,NA,4.29198346445215,NA,3.37552189920832,NA,NA,NA,3.77826532424802,4.28909512906644,3.94816821503358,3.04389771183485,3.01774214300131,NA,3.47877650630151,3.80104312460864,NA,2.64174364305379,3.54581572964492,3.77427304299829,3.92674781280023,2.74505992678644,3.36771159127079,NA,NA,NA,3.73606713355383,6.91075593455077,3.27509360909677,3.38774158717462,2.77350433979003,1.70416545101084,NA,NA,3.95673199160992,3.28802227705959,4.19545772688391,2.27846414897789,3.23203697170473,3.71280553430379,2.18367522311322,3.48062931762301,3.05291283391322,3.93601481766738,4.97274729171511,3.76214349469065,7.63955553532995,8.48340590556735,NA,4.07685722564729,4.91367897811317,4.91274413701846,5.31484353448192,6.31066039012781,2.74996638607842,2.37115686758786,2.31102695561134,2.85238937084989,2.61062021215589,3.89057945104086,3.59083619553859,2.79217976140272,2.91806324153002,2.89250780270801,3.91034336448246,4.13945284640031,3.13094524387235,3.47888725215022,3.52264300569557,4.28769105546827
10.7197166135119,6.54717785134608,NA,6.68465864807461,NA,5.50930735927838,NA,NA,NA,8.91329546887986,4.91408449383961,9.43504410765092,11.5187951260112,8.12823528413369,NA,8.35062219138706,6.10305405933178,NA,6.15739125834342,6.80221244523983,8.00600746458554,9.35855711428969,12.0115493467306,11.1563703078501,NA,NA,NA,10.0098573913839,7.53811114996347,12.0155533795098,11.891786217372,11.9975448332395,12.5902227459997,NA,NA,11.7664925532171,7.29981685218902,6.4798877481943,10.1316242896291,10.9374681807581,12.7693203464159,12.1350911439193,10.6077259837223,12.5279109657284,6.8951035316203,9.21937936073117,5.43271902798654,9.38702114579776,8.23839791490461,NA,8.9311121034001,7.1827511750328,5.50286569730884,9.12555040236052,6.40263340421677,8.10198248221315,8.4439383003427,12.9202374448048,5.0597949953677,10.8466350133996,10.6456408427056,11.833284187733,12.6993164517839,11.6017699744559,11.2163066672151,12.5737280788667,8.65569485093379,5.11382736593727,4.33420983965139,9.62196172173037,5.31885978416835
